B,trial,sequence,prompt_index,generated_tokens,wall_time_s
32,9,26,82,96,4.404155179999975
32,9,27,83,96,4.404155179999975
32,9,28,84,96,4.404155179999975
32,9,29,85,96,4.404155179999975
32,9,30,86,96,4.404155179999975
32,9,31,87,96,4.404155179999975
32,10,0,88,96,3.8973105179999266
32,10,1,89,96,3.8973105179999266
32,10,2,90,96,3.8973105179999266
32,10,3,91,96,3.8973105179999266
32,10,4,92,96,3.8973105179999266
32,10,5,93,96,3.8973105179999266
32,10,6,94,96,3.8973105179999266
32,10,7,95,96,3.8973105179999266
32,10,8,96,96,3.8973105179999266
32,10,9,97,96,3.8973105179999266
32,10,10,98,96,3.8973105179999266
32,10,11,99,96,3.8973105179999266
32,10,12,0,87,3.8973105179999266
32,10,13,1,96,3.8973105179999266
32,10,14,2,96,3.8973105179999266
32,10,15,3,96,3.8973105179999266
32,10,16,4,96,3.8973105179999266
32,10,17,5,96,3.8973105179999266
32,10,18,6,96,3.8973105179999266
32,10,19,7,96,3.8973105179999266
32,10,20,8,96,3.8973105179999266
32,10,21,9,96,3.8973105179999266
32,10,22,10,96,3.8973105179999266
32,10,23,11,96,3.8973105179999266
32,10,24,12,96,3.8973105179999266
32,10,25,13,96,3.8973105179999266
32,10,26,14,96,3.8973105179999266
32,10,27,15,96,3.8973105179999266
32,10,28,16,96,3.8973105179999266
32,10,29,17,96,3.8973105179999266
32,10,30,18,96,3.8973105179999266
32,10,31,19,96,3.8973105179999266
