trial,tokenizer_time_ms
1,0.27883399991424085
2,0.26901499995801714
3,0.23118299998259317
4,1.3689920000388156
5,0.12701599996489676
6,0.0937140000587533
7,0.08394099995712168
8,0.07914399998298904
9,0.09074700005839986
10,0.08587199999965378
11,0.0707890000057887
12,0.06864700003461621
13,0.06819700001869933
14,0.0681870000107665
15,0.25343400000110705
16,0.21702499998355052
17,0.19115199995667354
18,0.1644819999455649
19,0.17118799996751477
20,0.13002000002870773
