B,kaggle_mean_s,colab_mean_s,colab_req_s,kaggle_req_s,colab_time_change_pct,colab_throughput_change_pct
1,4.0688167770000065,3.8677888297999914,0.25854565593016393,0.24577169600084905,-4.940697952691686,5.197490246912229
2,3.8691048521000084,3.795353710899991,0.526960107632693,0.5169154304294631,-1.9061551449035652,1.9431954652397554
4,3.8257125596999915,4.381716089300016,0.9128843399433951,1.0455568570770188,14.53333257330829,-12.68917287812792
8,3.865307819800023,3.7996469861000035,2.105458751632946,2.069692860946296,-1.6987219844089019,1.7280772119152799
16,3.979664204000005,3.878998710199994,4.124775797921075,4.0204397104454745,-2.529497179657292,2.5951412032003685
32,4.087902459100019,4.014889856499996,7.970330729793964,7.82797542753626,-1.7860651845420183,1.8185455942662188
